,ID_SEDE,NOMBRE_SEDE,DIRECCION
44,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
45,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
46,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
47,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
48,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
49,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
50,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
51,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
52,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
53,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
54,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
55,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
56,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
57,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
58,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
59,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
60,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
61,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
62,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
63,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
64,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
65,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
66,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
67,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
68,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
69,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
70,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
71,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
72,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
73,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
74,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
75,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
76,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
77,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
78,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
79,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
80,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
81,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
82,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
83,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
84,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
85,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
86,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
87,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
88,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
89,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
90,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
91,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
92,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
93,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
94,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
95,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
96,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
97,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
98,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
99,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
100,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
101,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
102,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
103,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
104,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
105,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
106,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
107,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
108,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
109,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
110,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
111,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
112,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
113,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
114,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
115,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
116,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
117,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
118,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
119,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
120,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
121,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
122,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
123,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
124,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
125,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
126,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
127,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
128,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
129,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
130,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
131,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
132,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
133,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
134,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
135,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
136,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
137,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
138,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
139,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
140,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
141,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
142,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
143,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
144,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
145,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
146,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
147,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
148,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
149,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
150,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
151,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
152,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
153,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
154,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
155,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
156,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
157,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
158,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
159,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
160,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
161,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
162,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
163,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
164,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
165,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
166,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
167,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
168,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
169,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
170,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
171,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
172,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
173,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
174,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
175,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
176,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
177,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
178,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
179,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
180,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
181,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
182,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
183,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
184,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
185,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
186,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
187,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
188,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
189,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
190,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
191,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
192,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
193,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
194,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
195,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
196,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
197,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
198,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
199,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
200,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
201,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
202,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
203,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
204,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
205,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
206,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
207,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
208,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
209,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
210,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
211,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
212,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
213,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
214,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
215,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
216,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
217,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
218,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
219,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
220,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
221,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
222,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
223,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
224,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
225,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
226,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
227,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
228,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
229,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
230,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
231,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
232,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
233,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
234,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
235,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
236,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
237,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
238,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
239,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
240,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
241,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
242,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
243,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
244,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
245,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
246,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
247,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
248,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
249,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
250,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
251,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
252,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
253,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
254,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
255,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
256,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
257,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
258,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
259,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
260,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
261,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
262,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
263,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
264,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
265,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
266,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
267,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
268,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
269,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
270,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
271,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
272,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
273,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
274,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
275,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
276,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
277,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
