,ID_MUNICIPIO,NOMBRE_MUNICIPIO,ID_ESTADO
234,1681,PUEBLA,21
235,1608,CUAUTLANCINGO,21
236,1681,PUEBLA,21
237,1681,PUEBLA,21
238,1681,PUEBLA,21
239,1608,CUAUTLANCINGO,21
240,1681,PUEBLA,21
241,1681,PUEBLA,21
242,2202,PAPANTLA,30
243,1681,PUEBLA,21
244,1681,PUEBLA,21
245,1681,PUEBLA,21
246,2028,CHIAUTEMPAN,29
247,1681,PUEBLA,21
248,1681,PUEBLA,21
249,380,BENITO JUµREZ,12
250,1681,PUEBLA,21
251,1681,PUEBLA,21
252,1681,PUEBLA,21
253,2075,SANTA APOLONIA TEACALCO,29
254,2051,TLAXCALA,29
255,1681,PUEBLA,21
256,1681,PUEBLA,21
257,1681,PUEBLA,21
258,1681,PUEBLA,21
259,1681,PUEBLA,21
260,1681,PUEBLA,21
261,1681,PUEBLA,21
262,1681,PUEBLA,21
263,1681,PUEBLA,21
264,1681,PUEBLA,21
265,1681,PUEBLA,21
266,1681,PUEBLA,21
267,1681,PUEBLA,21
268,1681,PUEBLA,21
269,1681,PUEBLA,21
270,1681,PUEBLA,21
271,1681,PUEBLA,21
272,399,HUAMUXTITLµN,12
273,432,TLAPA DE COMONFORT,12
274,399,HUAMUXTITLµN,12
275,421,TAXCO DE ALARCàN,12
276,1681,PUEBLA,21
277,421,TAXCO DE ALARCàN,12
278,1681,PUEBLA,21
279,1681,PUEBLA,21
280,1777,ZAPOTITLµN DE MNDEZ,21
281,1076,SALINA CRUZ,20
282,1681,PUEBLA,21
283,1731,TEPEACA,21
284,399,HUAMUXTITLµN,12
285,1681,PUEBLA,21
286,1681,PUEBLA,21
287,1681,PUEBLA,21
288,1681,PUEBLA,21
289,1681,PUEBLA,21
290,1681,PUEBLA,21
291,1681,PUEBLA,21
292,1681,PUEBLA,21
293,1681,PUEBLA,21
294,1681,PUEBLA,21
295,1466,SANTIAGO JUXTLAHUACA,20
296,1681,PUEBLA,21
297,1681,PUEBLA,21
298,1681,PUEBLA,21
299,1681,PUEBLA,21
300,1681,PUEBLA,21
301,1681,PUEBLA,21
302,1681,PUEBLA,21
303,1681,PUEBLA,21
304,1681,PUEBLA,21
305,1681,PUEBLA,21
306,1681,PUEBLA,21
307,1681,PUEBLA,21
308,761,TOLUCA,15
309,1681,PUEBLA,21
310,2455,CONOCIDO,33
311,1681,PUEBLA,21
312,1681,PUEBLA,21
313,1681,PUEBLA,21
314,1681,PUEBLA,21
315,1681,PUEBLA,21
316,1681,PUEBLA,21
317,1681,PUEBLA,21
318,1681,PUEBLA,21
319,1681,PUEBLA,21
320,1681,PUEBLA,21
321,1681,PUEBLA,21
322,1681,PUEBLA,21
323,1681,PUEBLA,21
324,1681,PUEBLA,21
325,1681,PUEBLA,21
326,1681,PUEBLA,21
327,1681,PUEBLA,21
328,1681,PUEBLA,21
329,1681,PUEBLA,21
330,1681,PUEBLA,21
331,1681,PUEBLA,21
332,1681,PUEBLA,21
333,1681,PUEBLA,21
334,1717,HUEHUETLµN EL GRANDE,21
335,1681,PUEBLA,21
336,1681,PUEBLA,21
337,1681,PUEBLA,21
338,2180,MARTÖNEZ DE LA TORRE,30
339,1681,PUEBLA,21
340,432,TLAPA DE COMONFORT,12
341,1681,PUEBLA,21
342,2047,TEPEYANCO,29
343,2051,TLAXCALA,29
344,1681,PUEBLA,21
345,1681,PUEBLA,21
346,1681,PUEBLA,21
347,1611,CUYOACO,21
348,1699,SAN MARTÖN TEXMELUCAN,21
349,1611,CUYOACO,21
350,1681,PUEBLA,21
351,1974,TEAPA,27
352,1681,PUEBLA,21
353,1681,PUEBLA,21
354,1681,PUEBLA,21
355,1720,TECALI DE HERRERA,21
356,1681,PUEBLA,21
357,270,IZTACALCO,9
358,1681,PUEBLA,21
359,1681,PUEBLA,21
360,1681,PUEBLA,21
361,1681,PUEBLA,21
362,180,TUXTLA GUTIRREZ,7
363,1681,PUEBLA,21
364,1681,PUEBLA,21
365,1681,PUEBLA,21
366,1681,PUEBLA,21
367,1681,PUEBLA,21
368,279,CUAUHTMOC,9
369,1681,PUEBLA,21
370,1681,PUEBLA,21
371,1398,SANTA MARÖA COLOTEPEC,20
372,1568,ACAJETE,21
373,1671,NOPALUCAN,21
374,1568,ACAJETE,21
375,1568,ACAJETE,21
376,1568,ACAJETE,21
377,1681,PUEBLA,21
378,1681,PUEBLA,21
379,1681,PUEBLA,21
380,1681,PUEBLA,21
381,1681,PUEBLA,21
382,1681,PUEBLA,21
383,2041,NATÖVITAS,29
384,1681,PUEBLA,21
385,1568,ACAJETE,21
386,1568,ACAJETE,21
387,1568,ACAJETE,21
388,1681,PUEBLA,21
389,899,CUAUTLA,17
390,2036,CONTLA DE JUAN CUAMATZI,29
391,2036,CONTLA DE JUAN CUAMATZI,29
392,1681,PUEBLA,21
393,1681,PUEBLA,21
394,1758,TULCINGO,21
395,2042,PANOTLA,29
396,1681,PUEBLA,21
397,1681,PUEBLA,21
398,1681,PUEBLA,21
399,2062,ZACATELCO,29
400,1608,CUAUTLANCINGO,21
401,1681,PUEBLA,21
402,1681,PUEBLA,21
403,1681,PUEBLA,21
404,1681,PUEBLA,21
405,112,ESCUINTLA,7
406,1681,PUEBLA,21
407,436,XOCHIHUEHUETLµN,12
408,1681,PUEBLA,21
409,1608,CUAUTLANCINGO,21
410,1681,PUEBLA,21
411,1681,PUEBLA,21
412,1681,PUEBLA,21
413,1681,PUEBLA,21
414,1681,PUEBLA,21
415,1681,PUEBLA,21
416,1681,PUEBLA,21
417,1681,PUEBLA,21
418,1681,PUEBLA,21
419,1681,PUEBLA,21
420,1681,PUEBLA,21
421,1681,PUEBLA,21
422,1681,PUEBLA,21
423,1681,PUEBLA,21
424,1681,PUEBLA,21
425,1681,PUEBLA,21
426,1681,PUEBLA,21
427,1681,PUEBLA,21
428,1681,PUEBLA,21
429,1681,PUEBLA,21
430,1681,PUEBLA,21
431,2122,CàRDOBA,30
432,1681,PUEBLA,21
433,1681,PUEBLA,21
434,1681,PUEBLA,21
435,1681,PUEBLA,21
436,1681,PUEBLA,21
437,394,CHILAPA DE µLVAREZ,12
438,1681,PUEBLA,21
439,1717,HUEHUETLµN EL GRANDE,21
440,1717,HUEHUETLµN EL GRANDE,21
441,1681,PUEBLA,21
442,1681,PUEBLA,21
443,1681,PUEBLA,21
444,367,ACAPULCO DE JUµREZ,12
445,1681,PUEBLA,21
446,1681,PUEBLA,21
447,1681,PUEBLA,21
448,1681,PUEBLA,21
449,99,COMITµN DE DOMÖNGUEZ,7
450,1681,PUEBLA,21
451,1681,PUEBLA,21
452,1681,PUEBLA,21
453,1681,PUEBLA,21
454,1681,PUEBLA,21
455,2076,SANTA CATARINA AYOMETLA,29
456,1681,PUEBLA,21
457,1681,PUEBLA,21
458,1681,PUEBLA,21
459,2034,IXTENCO,29
460,395,CHILPANCINGO DE LOS BRAVO,12
461,1681,PUEBLA,21
462,899,CUAUTLA,17
463,899,CUAUTLA,17
464,899,CUAUTLA,17
465,899,CUAUTLA,17
466,899,CUAUTLA,17
467,919,TLAYACAPAN,17
468,1681,PUEBLA,21
469,1681,PUEBLA,21
470,411,OLINALµ,12
471,1707,SAN PEDRO CHOLULA,21
472,1681,PUEBLA,21
473,1681,PUEBLA,21
474,1174,SAN JUAN BAUTISTA CUICATLµN,20
475,1681,PUEBLA,21
476,158,SAN CRISTàBAL DE LAS CASAS,7
477,1681,PUEBLA,21
478,495,PACHUCA DE SOTO,13
479,1681,PUEBLA,21
480,899,CUAUTLA,17
481,985,MONTERREY,19
482,1681,PUEBLA,21
483,1681,PUEBLA,21
484,1681,PUEBLA,21
485,1681,PUEBLA,21
486,1709,SAN SALVADOR EL SECO,21
487,1681,PUEBLA,21
488,1746,TLACHICHUCA,21
489,1608,CUAUTLANCINGO,21
490,348,SALVATIERRA,11
491,1681,PUEBLA,21
492,1686,SAN ANDRS CHOLULA,21
493,1681,PUEBLA,21
494,1681,PUEBLA,21
495,1681,PUEBLA,21
496,395,CHILPANCINGO DE LOS BRAVO,12
497,399,HUAMUXTITLµN,12
498,1681,PUEBLA,21
499,1681,PUEBLA,21
500,1681,PUEBLA,21
501,1681,PUEBLA,21
502,2051,TLAXCALA,29
503,1681,PUEBLA,21
504,1681,PUEBLA,21
505,1681,PUEBLA,21
506,1681,PUEBLA,21
507,1681,PUEBLA,21
508,1681,PUEBLA,21
509,1681,PUEBLA,21
510,1649,IXCAQUIXTLA,21
511,1681,PUEBLA,21
512,1681,PUEBLA,21
513,1681,PUEBLA,21
514,1681,PUEBLA,21
515,1681,PUEBLA,21
516,399,HUAMUXTITLµN,12
517,1681,PUEBLA,21
518,1586,ATLIXCO,21
519,1652,IZéCAR DE MATAMOROS,21
520,1652,IZéCAR DE MATAMOROS,21
521,1681,PUEBLA,21
522,1681,PUEBLA,21
523,1681,PUEBLA,21
524,1681,PUEBLA,21
525,2023,APIZACO,29
526,1681,PUEBLA,21
527,1681,PUEBLA,21
528,1681,PUEBLA,21
529,1681,PUEBLA,21
530,1681,PUEBLA,21
531,2060,XICOHTZINCO,29
532,2023,APIZACO,29
533,1681,PUEBLA,21
534,1681,PUEBLA,21
535,1681,PUEBLA,21
536,1681,PUEBLA,21
537,1673,OCOYUCAN,21
538,1681,PUEBLA,21
539,1681,PUEBLA,21
540,1681,PUEBLA,21
541,1681,PUEBLA,21
542,1681,PUEBLA,21
543,1681,PUEBLA,21
544,1681,PUEBLA,21
545,1681,PUEBLA,21
546,1681,PUEBLA,21
547,1681,PUEBLA,21
548,1681,PUEBLA,21
549,1681,PUEBLA,21
550,1681,PUEBLA,21
551,2031,HUAMANTLA,29
552,279,CUAUHTMOC,9
553,1681,PUEBLA,21
554,1681,PUEBLA,21
555,1681,PUEBLA,21
556,1681,PUEBLA,21
557,1681,PUEBLA,21
558,1681,PUEBLA,21
559,1681,PUEBLA,21
560,1681,PUEBLA,21
561,1717,HUEHUETLµN EL GRANDE,21
562,1717,HUEHUETLµN EL GRANDE,21
563,1681,PUEBLA,21
564,1681,PUEBLA,21
565,427,TIXTLA DE GUERRERO,12
566,1681,PUEBLA,21
567,1681,PUEBLA,21
568,427,TIXTLA DE GUERRERO,12
569,1681,PUEBLA,21
570,1681,PUEBLA,21
571,1681,PUEBLA,21
572,1681,PUEBLA,21
573,427,TIXTLA DE GUERRERO,12
574,1681,PUEBLA,21
575,1681,PUEBLA,21
576,1681,PUEBLA,21
577,1681,PUEBLA,21
578,1681,PUEBLA,21
579,427,TIXTLA DE GUERRERO,12
580,1681,PUEBLA,21
581,1681,PUEBLA,21
582,1681,PUEBLA,21
583,1681,PUEBLA,21
584,1681,PUEBLA,21
585,1681,PUEBLA,21
586,278,BENITO JUµREZ,9
587,1681,PUEBLA,21
588,2196,ORIZABA,30
589,1684,RAFAEL LARA GRAJALES,21
590,1684,RAFAEL LARA GRAJALES,21
591,1684,RAFAEL LARA GRAJALES,21
592,1681,PUEBLA,21
593,2031,HUAMANTLA,29
594,1681,PUEBLA,21
595,1709,SAN SALVADOR EL SECO,21
596,1681,PUEBLA,21
597,1707,SAN PEDRO CHOLULA,21
598,1681,PUEBLA,21
599,2043,SAN PABLO DEL MONTE,29
600,1681,PUEBLA,21
601,1681,PUEBLA,21
602,1076,SALINA CRUZ,20
603,2023,APIZACO,29
604,1681,PUEBLA,21
605,1681,PUEBLA,21
606,1681,PUEBLA,21
607,1681,PUEBLA,21
608,2032,HUEYOTLIPAN,29
609,1681,PUEBLA,21
610,1681,PUEBLA,21
611,1681,PUEBLA,21
612,1681,PUEBLA,21
613,1681,PUEBLA,21
614,1076,SALINA CRUZ,20
615,1681,PUEBLA,21
616,1699,SAN MARTÖN TEXMELUCAN,21
617,1681,PUEBLA,21
618,1681,PUEBLA,21
619,1720,TECALI DE HERRERA,21
620,1681,PUEBLA,21
621,1681,PUEBLA,21
622,1681,PUEBLA,21
623,1681,PUEBLA,21
624,1681,PUEBLA,21
625,1681,PUEBLA,21
626,399,HUAMUXTITLµN,12
627,1681,PUEBLA,21
628,1681,PUEBLA,21
629,1681,PUEBLA,21
630,1681,PUEBLA,21
631,1681,PUEBLA,21
632,1681,PUEBLA,21
633,1681,PUEBLA,21
634,1681,PUEBLA,21
635,1681,PUEBLA,21
636,1681,PUEBLA,21
637,1681,PUEBLA,21
638,1681,PUEBLA,21
639,1681,PUEBLA,21
640,1681,PUEBLA,21
641,1622,CHILA,21
642,2046,TEOLOCHOLCO,29
643,1681,PUEBLA,21
644,2062,ZACATELCO,29
645,1681,PUEBLA,21
646,1681,PUEBLA,21
647,495,PACHUCA DE SOTO,13
648,1681,PUEBLA,21
649,1681,PUEBLA,21
650,169,TAPACHULA,7
651,1681,PUEBLA,21
652,1681,PUEBLA,21
653,1612,CHALCHICOMULA DE SESMA,21
654,1681,PUEBLA,21
655,1681,PUEBLA,21
656,2251,TEZONAPA,30
657,1681,PUEBLA,21
658,1652,IZéCAR DE MATAMOROS,21
659,1681,PUEBLA,21
660,1681,PUEBLA,21
661,1681,PUEBLA,21
662,1681,PUEBLA,21
663,1681,PUEBLA,21
664,1686,SAN ANDRS CHOLULA,21
665,1681,PUEBLA,21
666,2050,TETLATLAHUCA,29
667,713,NEZAHUALCàYOTL,15
668,1681,PUEBLA,21
669,1681,PUEBLA,21
670,1681,PUEBLA,21
671,2271,VERACRUZ,30
672,2031,HUAMANTLA,29
673,2031,HUAMANTLA,29
674,1681,PUEBLA,21
675,1681,PUEBLA,21
676,1681,PUEBLA,21
677,1601,CORONANGO,21
678,2028,CHIAUTEMPAN,29
679,1681,PUEBLA,21
680,1681,PUEBLA,21
681,1681,PUEBLA,21
682,1681,PUEBLA,21
683,1686,SAN ANDRS CHOLULA,21
684,1681,PUEBLA,21
685,2069,SAN JERàNIMO ZACUALPAN,29
686,1681,PUEBLA,21
687,1681,PUEBLA,21
688,1681,PUEBLA,21
689,1681,PUEBLA,21
690,1681,PUEBLA,21
691,1641,HUEJOTZINGO,21
692,1641,HUEJOTZINGO,21
693,1681,PUEBLA,21
694,1681,PUEBLA,21
695,1681,PUEBLA,21
696,1681,PUEBLA,21
697,1568,ACAJETE,21
698,1681,PUEBLA,21
699,1681,PUEBLA,21
700,1681,PUEBLA,21
701,1681,PUEBLA,21
702,1681,PUEBLA,21
703,1681,PUEBLA,21
704,1681,PUEBLA,21
705,1681,PUEBLA,21
706,1681,PUEBLA,21
707,1681,PUEBLA,21
708,1681,PUEBLA,21
709,1641,HUEJOTZINGO,21
710,1681,PUEBLA,21
711,1681,PUEBLA,21
712,1681,PUEBLA,21
713,2042,PANOTLA,29
714,1681,PUEBLA,21
715,1681,PUEBLA,21
716,1681,PUEBLA,21
717,1681,PUEBLA,21
718,1681,PUEBLA,21
719,1681,PUEBLA,21
720,897,AYALA,17
721,1681,PUEBLA,21
722,1681,PUEBLA,21
723,1681,PUEBLA,21
724,1681,PUEBLA,21
725,1721,TECAMACHALCO,21
726,1720,TECALI DE HERRERA,21
727,1681,PUEBLA,21
728,1681,PUEBLA,21
729,1736,TEPEXI DE RODRÖGUEZ,21
730,1681,PUEBLA,21
731,1681,PUEBLA,21
732,1472,SANTIAGO MATATLµN,20
733,1681,PUEBLA,21
734,899,CUAUTLA,17
735,1681,PUEBLA,21
736,899,CUAUTLA,17
737,1681,PUEBLA,21
738,1720,TECALI DE HERRERA,21
739,1681,PUEBLA,21
740,2031,HUAMANTLA,29
741,2055,ZITLALTEPEC DE TRINIDAD SµNCHEZ SANTOS,29
742,2031,HUAMANTLA,29
743,2031,HUAMANTLA,29
744,2034,IXTENCO,29
745,2031,HUAMANTLA,29
746,1699,SAN MARTÖN TEXMELUCAN,21
747,899,CUAUTLA,17
748,899,CUAUTLA,17
749,2051,TLAXCALA,29
750,1570,ACATLµN,21
751,2028,CHIAUTEMPAN,29
752,1681,PUEBLA,21
753,2051,TLAXCALA,29
754,1720,TECALI DE HERRERA,21
755,1681,PUEBLA,21
756,1681,PUEBLA,21
757,1681,PUEBLA,21
758,1681,PUEBLA,21
759,1681,PUEBLA,21
760,1681,PUEBLA,21
761,1681,PUEBLA,21
762,1681,PUEBLA,21
763,367,ACAPULCO DE JUµREZ,12
764,1681,PUEBLA,21
765,367,ACAPULCO DE JUµREZ,12
766,1681,PUEBLA,21
767,1681,PUEBLA,21
768,1681,PUEBLA,21
769,367,ACAPULCO DE JUµREZ,12
770,1612,CHALCHICOMULA DE SESMA,21
771,367,ACAPULCO DE JUµREZ,12
772,1681,PUEBLA,21
773,280,MIGUEL HIDALGO,9
774,1681,PUEBLA,21
775,1681,PUEBLA,21
776,1681,PUEBLA,21
777,1681,PUEBLA,21
778,1681,PUEBLA,21
779,1681,PUEBLA,21
780,1681,PUEBLA,21
781,1681,PUEBLA,21
782,1681,PUEBLA,21
783,1681,PUEBLA,21
784,1681,PUEBLA,21
785,1681,PUEBLA,21
786,2059,PAPALOTLA DE XICOHTNCATL,29
787,1681,PUEBLA,21
788,1681,PUEBLA,21
789,1681,PUEBLA,21
790,896,AXOCHIAPAN,17
791,896,AXOCHIAPAN,17
792,925,ZACUALPAN DE AMILPAS,17
793,1681,PUEBLA,21
794,1681,PUEBLA,21
795,1681,PUEBLA,21
796,1681,PUEBLA,21
797,1681,PUEBLA,21
798,2051,TLAXCALA,29
799,1681,PUEBLA,21
800,2062,ZACATELCO,29
801,1681,PUEBLA,21
802,1681,PUEBLA,21
803,1703,SAN MIGUEL XOXTLA,21
804,2054,TOTOLAC,29
805,1681,PUEBLA,21
806,2051,TLAXCALA,29
807,1681,PUEBLA,21
808,367,ACAPULCO DE JUµREZ,12
809,1064,OAXACA DE JUµREZ,20
810,1064,OAXACA DE JUµREZ,20
811,1681,PUEBLA,21
812,1681,PUEBLA,21
813,528,ZACUALTIPµN DE µNGELES,13
814,2435,RÖO GRANDE,32
815,2031,HUAMANTLA,29
816,1703,SAN MIGUEL XOXTLA,21
817,2060,XICOHTZINCO,29
818,1681,PUEBLA,21
819,1681,PUEBLA,21
820,1681,PUEBLA,21
821,1681,PUEBLA,21
822,1681,PUEBLA,21
823,1681,PUEBLA,21
824,1681,PUEBLA,21
825,1681,PUEBLA,21
826,1681,PUEBLA,21
827,1681,PUEBLA,21
828,432,TLAPA DE COMONFORT,12
829,2062,ZACATELCO,29
830,280,MIGUEL HIDALGO,9
831,1681,PUEBLA,21
832,1681,PUEBLA,21
833,1704,SAN NICOLµS BUENOS AIRES,21
834,1704,SAN NICOLµS BUENOS AIRES,21
835,432,TLAPA DE COMONFORT,12
836,1681,PUEBLA,21
837,2041,NATÖVITAS,29
838,2046,TEOLOCHOLCO,29
839,2076,SANTA CATARINA AYOMETLA,29
840,2066,LA MAGDALENA TLALTELULCO,29
841,2051,TLAXCALA,29
842,2051,TLAXCALA,29
843,2051,TLAXCALA,29
844,1681,PUEBLA,21
845,2062,ZACATELCO,29
846,1681,PUEBLA,21
847,1681,PUEBLA,21
848,1587,ATOYATEMPAN,21
849,2033,IXTACUIXTLA DE MARIANO MATAMOROS,29
850,1741,TEZIUTLµN,21
851,1681,PUEBLA,21
852,1681,PUEBLA,21
853,1699,SAN MARTÖN TEXMELUCAN,21
854,1681,PUEBLA,21
855,1681,PUEBLA,21
856,899,CUAUTLA,17
857,985,MONTERREY,19
858,1681,PUEBLA,21
859,1681,PUEBLA,21
860,1681,PUEBLA,21
861,1681,PUEBLA,21
862,1681,PUEBLA,21
863,1681,PUEBLA,21
864,1681,PUEBLA,21
865,1681,PUEBLA,21
866,1681,PUEBLA,21
867,1681,PUEBLA,21
868,2071,SAN JUAN HUACTZINCO,29
869,1681,PUEBLA,21
870,1681,PUEBLA,21
871,1681,PUEBLA,21
872,1681,PUEBLA,21
873,1685,LOS REYES DE JUµREZ,21
874,1681,PUEBLA,21
875,1681,PUEBLA,21
876,1673,OCOYUCAN,21
877,1673,OCOYUCAN,21
878,1681,PUEBLA,21
879,1681,PUEBLA,21
880,1681,PUEBLA,21
881,1681,PUEBLA,21
882,1681,PUEBLA,21
883,1681,PUEBLA,21
884,1681,PUEBLA,21
885,1681,PUEBLA,21
886,2043,SAN PABLO DEL MONTE,29
887,1681,PUEBLA,21
888,1681,PUEBLA,21
889,1681,PUEBLA,21
890,1681,PUEBLA,21
891,1582,AMOZOC,21
892,2271,VERACRUZ,30
893,1681,PUEBLA,21
894,2117,COATZACOALCOS,30
895,2031,HUAMANTLA,29
896,1715,SANTA ISABEL CHOLULA,21
897,1681,PUEBLA,21
898,1681,PUEBLA,21
899,1614,CHIAUTLA,21
900,1614,CHIAUTLA,21
901,1681,PUEBLA,21
902,1681,PUEBLA,21
903,1681,PUEBLA,21
904,1681,PUEBLA,21
